vela={
DataHora,ValorCrash,NumeroJogadores,ValorTotalApostado
2022-06-28 17:33:25,4.07,3754,7968.00
2022-06-28 17:33:35,1.09,3208,24409.00
2022-06-28 17:34:01,2.52,3905,9137.38
2022-06-28 17:34:16,1.38,2968,5506.35
2022-06-28 17:34:44,3.04,3945,7900.00
2022-06-28 17:35:28,1.39,3634,8058.56
2022-06-28 17:35:45,1.56,3412,7810.28
2022-06-28 17:36:33,9.53,3581,9689.56
2022-06-28 17:37:18,8.05,4453,8628.75
2022-06-28 17:37:28,1.00,3349,4347.94
2022-06-28 17:37:40,1.14,2722,7061.86
2022-06-28 17:37:50,1.00,3419,12073.72
2022-06-28 17:38:01,1.00,3360,12735.88
2022-06-28 17:38:35,4.16,3336,18625.91
2022-06-28 17:39:10,4.62,4245,7940.96
2022-06-28 17:39:23,1.21,4025,5739.36
2022-06-28 17:39:47,1.93,2830,4725.30
2022-06-28 17:40:05,1.98,3659,8234.98
2022-06-28 17:40:38,4.11,3925,9535.30
2022-06-28 17:40:57,1.59,4546,6151.93
2022-06-28 17:41:35,5.50,3378,7380.00
2022-06-28 17:42:19,2.84,3636,6428.00
2022-06-28 17:43:04,16.69,3073,4850.00
2022-06-28 17:43:29,2.45,3910,7835.48
2022-06-28 17:43:39,1.00,3302,8894.00
2022-06-28 17:43:52,1.16,2880,6484.00
2022-06-28 17:44:18,2.64,2942,5300.00
2022-06-28 17:45:06,9.87,4010,8000.84
2022-06-28 17:45:31,2.43,3789,7136.74
2022-06-28 17:45:45,1.26,2639,6950.00
2022-06-28 17:46:14,3.14,2118,4150.00
2022-06-28 17:46:34,1.89,3529,8527.04
2022-06-28 17:46:47,1.14,3619,9913.00
2022-06-28 17:47:05,1.66,3116,5893.36
2022-06-28 17:47:31,2.64,3757,9050.00
2022-06-28 17:47:45,1.30,4035,7323.04
2022-06-28 17:47:56,1.01,3164,7300.00
2022-06-28 17:48:19,2.09,3059,8050.00
2022-06-28 17:48:40,2.02,2993,7500.00
2022-06-28 17:49:03,2.22,3141,9243.11
2022-06-28 17:49:47,3.05,2474,9422.00
2022-06-28 17:50:06,1.77,3299,9312.08
2022-06-28 17:50:22,1.36,3104,9826.00
2022-06-28 17:52:44,16.72,2988,9876.87
2022-06-28 17:53:41,1.55,3116,12385.00
2022-06-28 17:54:17,2.74,3573,8734.00
2022-06-28 17:56:27,1.26,2198,20000.00
2022-06-28 17:56:35,1.99,2597,20000.00
2022-06-28 17:56:46,1.27,2875,34387.50
2022-06-28 17:57:26,5.94,2596,34963.50
2022-06-28 17:57:42,1.42,3066,33060.00
2022-06-28 17:58:03,1.98,2445,74635.00
2022-06-28 17:58:32,2.87,2549,26624.60
2022-06-28 17:59:06,4.58,2806,4857.50
2022-06-28 17:59:16,1.00,2835,16493.18
2022-06-28 17:59:33,1.56,2345,25975.00
2022-06-28 18:00:51,11.38,3458,12100.00
2022-06-28 18:01:26,4.46,2602,8600.00
2022-06-28 18:01:45,1.67,2552,4700.00
2022-06-28 18:01:59,1.26,2035,6190.00
2022-06-28 18:02:10,1.07,2231,9618.18
2022-06-28 18:02:20,1.02,2544,10029.69
2022-06-28 18:03:06,8.43,2589,10516.36
2022-06-28 18:03:16,1.01,3531,8213.00
2022-06-28 18:03:38,2.05,2436,7120.00
2022-06-28 18:03:55,1.56,2649,4404.00
2022-06-28 18:04:13,1.58,3066,7158.14
2022-06-28 18:04:30,1.56,2769,9640.00
2022-06-28 18:06:17,326.96,2815,9563.00
2022-06-28 18:06:28,1.09,3031,4560.71
2022-06-28 18:07:44,1.10,2646,9113.80
2022-06-28 18:07:54,1.00,2404,8295.00
2022-06-28 18:09:12,1.44,3106,6338.00
2022-06-28 18:11:52,1.65,2344,11381.60
2022-06-28 18:12:52,4.32,2468,6208.00
2022-06-28 18:13:29,1.97,3235,8372.82
2022-06-28 18:15:16,13.87,2679,6255.00
2022-06-28 18:16:52,2.54,3416,8778.45,
2022-06-28 18:17:11,1.70,2958,5960.00
2022-06-28 18:17:35,2.01,4012,7882.27
2022-06-28 18:18:30,1.24,3675,10350.00
2022-06-28 18:19:00,2.62,3660,7652.51
2022-06-28 18:20:31,15.79,3603,5722.00
2022-06-28 18:22:36,1.11,3068,4929.30
2022-06-28 18:22:53,1.27,1910,42.73
2022-06-28 18:23:56,1.08,3081,9833.00
2022-06-28 18:24:19,4.39,3081,9833.00
2022-06-28 18:24:35,1.41,3317,7685.00
2022-06-28 18:24:45,1.02,2754,7057.08
2022-06-28 18:25:37,12.66,3172,6928.00
2022-06-28 18:25:48,1.05,3042,6740.00
2022-06-28 18:25:59,1.00,2486,3930.00
2022-06-28 18:26:09,1.03,3511,8200.00
2022-06-28 18:26:35,2.68,3104,8167.92
2022-06-28 18:27:03,2.92,3207,6678.00
2022-06-28 18:27:28,2.37,2795,6625.00
2022-06-28 18:27:41,1.25,2481,5262.00
2022-06-28 18:27:52,1.00,1995,6100.00
2022-06-28 18:28:10,1.71,2299,7052.00
2022-06-28 18:29:22,9.61,3432,10085.00
2022-06-28 18:30:46,82.96,3193,9275.00
2022-06-28 18:31:49,24.40,2747,5542.00
2022-06-28 18:32:10,1.90,2883,6101.00
2022-06-28 18:32:55,8.16,2087,5087.50
2022-06-28 18:33:48,13.16,3081,6637.40
2022-06-28 18:34:08,1.81,3640,8847.29
2022-06-28 18:34:25,1.52,3163,5755.00
2022-06-28 18:35:11,1.56,4006,8558.00
2022-06-28 18:35:43,3.63,2962,10555.00
2022-06-28 18:36:04,1.97,3141,7660.00
2022-06-28 18:36:17,1.18,4075,10280.00
2022-06-28 18:36:29,1.10,3452,7752.00
2022-06-28 18:36:50,1.92,3267,7827.00
2022-06-28 18:39:04,5.16,42,960.29
2022-06-28 18:40:58,1.95,687,641.83
2022-06-28 18:42:09,1.67,2972,7952.90
2022-06-28 18:46:18,1.06,3933,8688.00
2022-06-28 18:46:37,1.81,2775,8333.45,
2022-06-28 18:46:47,1.04,3355,6794.55
2022-06-28 18:46:57,1.02,3705,7642.80
2022-06-28 18:47:13,1.43,3741,9081.60
2022-06-28 18:47:37,2.19,4051,10603.68
2022-06-28 18:47:52,1.32,3953,11231.20
2022-06-28 18:48:03,1.08,2910,10132.20
2022-06-28 18:48:57,2.10,3069,7202.00
2022-06-28 18:49:20,2.07,2847,4257.55
2022-06-28 18:49:46,2.63,2752,5480.50
2022-06-28 18:50:22,4.62,2880,6500.45
2022-06-28 18:50:37,1.39,2793,4433.12
2022-06-28 18:51:12,4.61,2260,3241.00
2022-06-28 18:51:34,1.93,2944,5769.00
2022-06-28 18:51:54,1.84,3095,5718.00
2022-06-28 18:52:06,1.14,2866,4456.00
2022-06-28 18:56:52,1.53,1320,929.04
2022-06-28 18:57:26,1.41,2667,6023.00
2022-06-28 18:59:00,16.81,4212,11763.83
2022-06-28 19:00:20,1.21,1904,4176.83
2022-06-28 19:01:42,1.00,2752,11377.00
2022-06-28 19:02:30,1.01,3807,6045.44
2022-06-28 19:07:38,3.48,3092,11215.00
2022-06-28 19:09:39,2.11,2215,2590.00
2022-06-28 19:12:36,1.78,3230,6104.66
2022-06-28 19:14:54,2.98,3478,11108.00
2022-06-28 19:15:07,1.14,2370,8902.28
2022-06-28 19:15:32,2.40,2618,10450.00
2022-06-28 19:15:42,1.00,3427,10129.38
2022-06-28 19:16:21,6.02,3030,15962.00
2022-06-28 19:16:42,1.34,2819,5956.00
2022-06-28 19:17:24,1.05,2003,6373.00
2022-06-28 19:17:38,1.26,2045,4478.00
2022-06-28 19:17:58,1.88,2648,4225.00
2022-06-28 19:18:13,1.26,3410,9922.00
2022-06-28 19:18:24,1.14,3339,7700.00
2022-06-28 19:18:50,2.43,3355,9685.00
2022-06-28 19:19:32,7.15,3717,7650.00
2022-06-28 19:19:51,1.68,3683,6204.00
2022-06-28 19:20:20,3.22,2639,5250.00
2022-06-28 19:20:45,2.24,3382,8053.00
2022-06-28 19:21:36,11.13,2367,4600.00
2022-06-28 19:21:47,1.06,2995,10225.00
2022-06-28 19:22:25,5.30,2434,6728.00
2022-06-28 19:22:55,3.42,3174,9331.40
2022-06-28 19:23:14,1.67,3082,8857.00
2022-06-28 19:23:34,1.87,2633,5295.00
2022-06-28 19:24:47,42.76,3086,19.44
2022-06-28 19:25:11,1.70,4146,6728.00
2022-06-28 19:26:26,49.96,2780,8328.00
2022-06-28 19:26:47,1.97,2924,5803.00
2022-06-28 19:27:02,1.31,3643,6967.00
2022-06-28 19:27:37,4.59,3171,7272.73
2022-06-28 19:28:28,11.11,3414,7070.00
2022-06-28 19:29:06,5.48,3198,8652.57
2022-06-28 19:29:40,4.16,3290,8945.07
2022-06-28 19:29:50,1.03,3048,6101.00
2022-06-28 19:30:40,16.96,2079,4690.00
2022-06-28 19:31:20,5.75,3789,13113.98
2022-06-28 19:31:30,1.00,3738,16997.00
2022-06-28 19:31:50,1.83,3482,19648.94
2022-06-28 19:32:13,2.11,3729,6664.94
2022-06-28 19:32:42,3.23,4168,9320.00
2022-06-28 19:33:08,1.00,3641,7524.07
2022-06-28 19:34:39,1.01,3818,11938.27
2022-06-28 19:35:12,1.77,276,30880.00
2022-06-28 19:36:54,1.56,3121,14440.00
2022-06-28 19:39:41,2.07,2891,10700.00
2022-06-28 19:40:02,1.95,2576,6795.00
2022-06-28 19:40:24,2.03,2417,11445.00
2022-06-28 19:40:39,1.37,2814,8124.00
2022-06-28 19:41:19,5.88,2629,11950.00
2022-06-28 19:41:31,1.12,2642,7441.00
2022-06-28 19:41:45,1.26,3012,8819.32
2022-06-28 19:41:58,1.23,2703,9572.00
2022-06-28 19:42:17,1.71,2556,11617.00
2022-06-28 19:43:20,23.84,2973,8670.32
2022-06-28 19:43:32,1.05,3632,8776.00
2022-06-28 19:44:14,6.84,2533,7353.00
2022-06-28 19:44:59,8.60,2612,9068.70
2022-06-28 19:45:32,2.02,2563,25068.32
2022-06-28 19:46:29,15.43,3045,9591.64
2022-06-28 19:46:42,1.21,2641,8760.32
2022-06-28 19:47:07,2.59,2971,8622.53
2022-06-28 19:54:19,193.52,4070,19567.00
2022-06-28 19:55:01,8.44,1793,9004.00
2022-06-28 19:56:54,1.26,2338,9122.68
2022-06-28 19:57:39,1.00,1082,23625.00
2022-06-28 20:01:42,13.40,4165,2011.81
2022-06-28 20:04:01,2.53,2765,7389.00
2022-06-28 20:05:26,2.32,2874,8523.92
2022-06-28 20:07:22,2.40,3565,8942.64
2022-06-28 20:07:33,3.53,1717,3452.00
2022-06-28 20:07:56,3.42,3790,3847.67
2022-06-28 20:08:19,2.22,3524,10563.80
2022-06-28 20:08:48,3.12,3149,9381.80
2022-06-28 20:08:59,1.01,3577,6431.00
2022-06-28 20:09:09,1.02,2764,7185.00
2022-06-28 20:09:37,2.92,2471,5027.00
2022-06-28 20:09:55,1.67,4482,8380.00
2022-06-28 20:10:09,1.27,3682,21200.00
2022-06-28 20:10:43,3.97,3795,49269.00
2022-06-28 20:11:01,1.60,4101,10587.00
2022-06-28 20:11:18,1.57,3487,8426.02
2022-06-28 20:11:37,1.78,4588,29594.00
2022-06-28 20:12:29,1.64,4549,7386.00
2022-06-28 20:12:39,1.00,3650,7012.00
2022-06-28 20:12:52,1.15,3576,11229.48
2022-06-28 20:13:07,1.35,3922,11630.96
2022-06-28 20:13:35,2.95,3905,11722.96
2022-06-28 20:13:48,1.17,4418,6393.50
2022-06-28 20:14:00,1.12,3087,5770.74
2022-06-28 20:14:21,1.86,2671,6495.00
2022-06-28 20:14:34,1.24,3597,8865.00
2022-06-28 20:14:52,1.55,3695,7873.00
2022-06-28 20:15:28,4.65,3787,8412.00
2022-06-28 20:15:38,1.00,4037,7270.07
2022-06-28 20:15:52,1.27,3214,7477.00
2022-06-28 20:16:12,1.89,2664,7825.00
2022-06-28 20:16:27,1.28,3343,11665.00
2022-06-28 20:16:55,3.62,3196,26707.00
2022-06-28 20:17:58,22.94,3278,8170.52
2022-06-28 20:18:09,1.08,3856,7971.22
2022-06-28 20:18:19,1.00,2785,8883.00
2022-06-28 20:18:46,2.82,2847,10383.85
2022-06-28 20:19:03,1.48,3776,9702.52
2022-06-28 20:19:34,3.52,2809,8298.52
2022-06-28 20:19:48,1.28,3004,5957.00
2022-06-28 20:20:05,1.52,3550,9709.00
2022-06-28 20:20:37,3.75,3421,12372.52
2022-06-28 20:20:56,1.74,3171,7226.52
2022-06-28 20:21:18,1.96,2870,9101.00
2022-06-28 20:21:53,4.38,3857,11315.00
2022-06-28 20:22:26,4.15,3013,6363.37
2022-06-28 20:22:36,1.00,3169,13458.00
2022-06-28 20:23:21,8.19,2635,5000.37
2022-06-28 20:24:04,6.69,3770,8925.00
2022-06-28 20:24:26,2.01,2729,7132.00
2022-06-28 20:25:53,107.71,2857,8675.00
2022-06-28 20:26:05,1.00,3653,7690.00
2022-06-28 20:26:24,1.74,3030,6800.00
2022-06-28 20:27:06,6.89,3335,14200.00
2022-06-28 20:27:42,4.61,4010,15219.52
2022-06-28 20:28:06,2.33,3740,13125.00
2022-06-28 20:28:32,2.58,3470,6912.00
2022-06-28 20:28:44,1.14,3284,7675.55
2022-06-28 20:29:23,5.65,2368,6606.00
2022-06-28 20:29:57,4.40,4062,20319.52
2022-06-28 20:30:15,1.54,3977,16099.04
2022-06-28 20:30:25,1.00,3321,11460.08
2022-06-28 20:30:50,2.47,3620,11919.52
2022-06-28 20:31:01,1.04,4622,13939.04
2022-06-28 20:32:14,45.47,3396,12243.60
2022-06-28 20:32:47,3.10,4225,8261.30
2022-06-28 20:33:36,9.64,3673,5635.00
2022-06-28 20:34:30,14.10,3696,6634.00
2022-06-28 20:34:47,1.53,3743,4842.79
2022-06-28 20:35:01,1.20,2971,5834.00
2022-06-28 20:35:57,15.76,2895,4196.00
2022-06-28 20:36:08,1.02,5054,6910.00
2022-06-28 20:36:18,1.00,3615,6150.00
2022-06-28 20:36:38,1.80,4407,18157.40
2022-06-28 20:37:01,2.13,472,9606.00
2022-06-28 20:37:15,1.31,4510,8344.20
2022-06-28 20:37:57,6.57,3557,5902.00
2022-06-28 20:38:18,1.88,4279,5953.12
2022-06-28 20:38:36,1.61,4630,7950.00
2022-06-28 20:38:53,1.50,4134,7955.12
2022-06-28 20:39:14,2.00,4299,10887.44
2022-06-28 20:39:54,1.15,4311,7602.00
2022-06-28 20:40:04,1.05,3216,8267.00
2022-06-28 20:40:50,8.67,3298,9552.00
2022-06-28 20:42:02,40.57,4687,7072.00
2022-06-28 20:43:31,2.40,3876,11456.00
2022-06-28 20:44:15,8.10,2870,11280.50
2022-06-28 20:44:33,1.59,3553,12533.00
2022-06-28 20:44:59,2.54,2518,11450.00
2022-06-28 20:45:11,1.13,3596,13240.00
2022-06-28 20:45:25,1.24,3253,11161.00
2022-06-28 20:45:50,2.40,3062,8195.60
2022-06-28 20:46:28,5.52,3703,10350.00
2022-06-28 20:46:49,1.87,4112,9910.96
2022-06-28 20:46:58,1.00,3374,9553.48
2022-06-28 20:47:14,1.42,3865,13578.81
2022-06-28 20:47:38,2.23,4086,23468.78
2022-06-28 20:47:48,1.00,4963,13356.89
2022-06-28 20:48:05,1.49,4244,12000.00
2022-06-28 20:48:26,1.94,4027,14154.78
2022-06-28 20:48:38,1.00,5075,18709.56
2022-06-28 20:49:25,9.46,4379,15809.56
2022-06-28 20:49:48,2.23,4593,12342.00
2022-06-28 20:50:04,1.41,3841,12935.78
2022-06-28 20:50:46,6.98,3123,20786.00
2022-06-28 20:51:09,2.19,3969,6550.00
2022-06-28 20:51:19,1.00,3142,4074.00
2022-06-28 20:51:30,1.03,3410,8765.00
2022-06-28 20:51:46,1.44,3246,9707.00
2022-06-28 20:51:58,1.09,3808,10300.00
2022-06-28 20:52:36,1.77,4041,9278.01
2022-06-28 20:53:02,2.63,4227,8152.00
2022-06-28 20:53:52,16.71,4486,12400.00
2022-06-28 20:54:18,2.53,4388,8995.00
2022-06-28 20:54:31,1.23,3527,12819.00
2022-06-28 20:54:47,1.41,2484,7924.98
2022-06-28 20:55:22,4.62,2718,8075.00
2022-06-28 20:56:02,5.68,4113,9268.00
2022-06-28 20:56:18,1.49,3696,8366.66
2022-06-28 20:56:46,3.04,2615,7679.78
2022-06-28 20:57:00,1.18,3823,12235.56
2022-06-28 20:57:24,2.46,3509,9204.72
2022-06-28 20:57:55,3.32,3066,5400.98
2022-06-28 20:58:06,1.11,3316,9999.00
2022-06-28 20:58:47,6.34,2963,11109.92
2022-06-28 20:59:11,2.40,3863,8561.04
2022-06-28 20:59:24,1.11,2629,4238.04
2022-06-28 20:59:45,1.94,3081,8812.32
2022-06-28 21:00:38,3.24,3815,11579.04
2022-06-28 21:00:50,1.13,2902,7938.02
2022-06-28 21:01:06,1.41,2575,8755.52
2022-06-28 21:01:35,3.27,3743,9021.04
2022-06-28 21:02:25,16.80,4194,10767.36
2022-06-28 21:03:16,11.24,3595,3597.00
2022-06-28 21:03:28,1.11,3574,7857.04
2022-06-28 21:03:38,1.02,2359,9869.52
2022-06-28 21:04:11,3.87,2782,8292.04
2022-06-28 21:04:25,1.27,4486,10101.04
2022-06-28 21:05:38,44.27,3139,1102.08
2022-06-28 21:05:55,1.50,4055,12707.06
2022-06-28 21:06:21,2.58,3948,11806.04
2022-06-28 21:06:56,4.55,3381,12540.68
2022-06-28 21:07:20,2.26,3774,6196.12
2022-06-28 21:08:00,6.16,3179,9018.98
2022-06-28 21:08:14,1.26,3415,9796.01
2022-06-28 21:08:24,1.00,2792,8763.25
2022-06-28 21:09:30,28.65,3261,10180.05
2022-06-28 21:09:42,1.00,46,15025.00
2022-06-28 21:09:53,1.01,3562,7718.00
2022-06-28 21:10:23,3.46,3990,15106.66
2022-06-28 21:10:33,1.01,4153,8134.00
2022-06-28 21:11:30,16.38,3185,7462.00
2022-06-28 21:11:43,1.10,3690,9245.00
2022-06-28 21:12:04,1.93,3718,9898.00
2022-06-28 21:12:18,1.23,4345,11966.00
2022-06-28 21:12:51,3.86,4028,13372.00
2022-06-28 21:13:06,1.34,3924,11389.00
2022-06-28 21:13:16,1.04,3294,11417.50
2022-06-28 21:13:31,1.31,3208,6657.50
2022-06-28 21:13:52,1.89,4285,16951.07
2022-06-28 21:14:16,2.41,4360,20086.00
2022-06-28 21:14:32,1.42,3998,19626.00
2022-06-28 21:14:59,2.66,3104,21602.00
2022-06-28 21:15:10,1.05,3488,17073.00
2022-06-28 21:15:47,5.14,3562,12639.00
2022-06-28 21:16:07,1.76,3026,15689.00
2022-06-28 21:16:16,1.00,3922,24046.15
2022-06-28 21:16:27,1.04,3574,17390.07
2022-06-28 21:16:39,1.08,3284,11700.00
2022-06-28 21:16:59,1.80,3299,14200.00
2022-06-28 21:17:14,1.42,3776,11500.00
2022-06-28 21:17:25,1.04,3711,12780.00
2022-06-28 21:18:13,9.71,3381,15820.00
2022-06-28 21:18:38,2.51,3842,10957.00
2022-06-28 21:19:14,4.60,3471,9223.86
2022-06-28 21:19:27,1.18,3420,9470.86
2022-06-28 21:20:24,16.64,2368,7873.21
2022-06-28 21:20:46,1.88,3763,3675.86
2022-06-28 21:21:40,13.84,3359,9348.00
2022-06-28 21:21:53,1.15,2921,7904.30
2022-06-28 21:22:03,1.00,3990,9802.00
2022-06-28 21:22:32,3.12,3781,10936.63
2022-06-28 21:22:51,1.77,3663,11110.00
2022-06-28 21:23:11,1.77,3071,10135.00
2022-06-28 21:23:22,1.06,3886,13312.00
2022-06-28 21:23:40,1.61,3414,11620.00
2022-06-28 21:23:55,1.34,3466,10665.09
2022-06-28 21:24:18,2.17,3331,10670.00
2022-06-28 21:24:40,2.00,3823,9976.25
2022-06-28 21:24:49,1.03,3452,8214.00
2022-06-28 21:24:59,1.00,2819,10267.89
2022-06-28 21:25:10,1.00,3107,11441.13
2022-06-28 23:49:29,4.27,3338,8301.00
2022-06-28 23:50:14,9.15,4271,5760.00
2022-06-28 23:50:47,3.89,3880,3253.00
2022-06-28 23:50:57,1.02,3568,4880.00
2022-06-28 23:52:03,28.58,2418,4780.00
2022-06-28 23:52:42,5.70,4150,5343.00
2022-06-28 23:52:52,1.00,3708,5340.00
2022-06-28 23:53:03,1.01,3094,4008.00
2022-06-28 23:53:17,1.32,3153,4367.20
2022-06-28 23:53:37,1.84,3580,8487.20
2022-06-28 23:53:59,1.97,4464,7377.20
2022-06-28 23:55:03,25.40,4700,6320.16
2022-06-28 23:55:53,16.83,5138,7302.00
2022-06-28 23:56:31,1.69,3066,5350.00
2022-06-28 23:57:09,1.34,4524,6382.00
2022-06-28 23:57:32,2.16,3491,7665.00
2022-06-29 00:07:52,5.25,3660,5050.00
2022-06-29 00:08:00,1.00,3883,6252.00
2022-06-29 00:08:12,1.05,3014,4836.00
2022-06-29 00:10:14,13.48,3203,5100.00
2022-06-29 00:10:24,1.07,3841,4976.00
2022-06-29 00:10:34,1.00,2543,3718.00
2022-06-29 00:46:43,7.00,1340,2590.00
2022-06-29 00:46:54,1.07,1566,3600.00
2022-06-29 00:47:08,1.09,1486,3879.55
2022-06-29 01:12:35,23.15,1173,3010.00
2022-06-29 01:13:09,3.94,1162,1350.00
2022-06-29 01:13:32,2.43,1030,2315.00
2022-06-29 01:14:40,7.86,909,2322.00
2022-06-29 01:15:44,1.88,1255,2023.75
2022-06-29 01:16:24,6.27,1479,1823.56
2022-06-29 02:01:33,3.16,1688,2056.36
2022-06-29 02:01:43,1.01,1420,2074.00
2022-06-29 02:03:49,1.49,1454,4263.36
2022-06-29 02:04:22,4.90,1566,2855.14
2022-06-29 02:08:28,9.51,1268,3613.00
2022-06-29 11:47:56,8.99,3104,13053.50
2022-06-29 11:48:04,1.00,2868,8130.00
2022-06-29 11:48:15,1.15,2240,11367.50
2022-06-29 11:48:56,6.81,1998,12980.00
2022-06-29 11:49:35,5.53,3079,6813.15
2022-06-29 11:50:45,36.37,2161,13781.16
2022-06-29 11:52:13,72.80,2992,10977.00
2022-06-29 11:53:15,15.22,3187,5940.00
2022-06-29 11:53:34,1.73,3183,6269.35
2022-06-29 11:54:36,5.20,2632,10980.00
2022-06-29 11:55:00,2.37,3219,7526.32
2022-06-29 11:55:32,3.64,2884,3763.16
2022-06-29 11:57:11,7.15,2843,5245.32
2022-06-29 11:58:07,15.87,3211,5736.00
2022-06-29 11:58:19,1.17,3489,4457.24
2022-06-29 12:00:07,344.48,2262,5080.00
2022-06-29 12:00:42,3.33,4256,15547.94
2022-06-29 12:01:17,4.39,3683,7610.00
2022-06-29 12:01:32,1.40,4112,7996.24
2022-06-29 12:02:04,3.74,2962,14652.12
2022-06-29 12:02:16,1.07,4023,7538.00
2022-06-29 12:03:07,11.97,3219,4800.00
2022-06-29 12:03:51,4.31,4003,8246.24
2022-06-29 12:04:03,1.10,3013,3235.90
2022-06-29 12:04:42,5.89,4254,8955.68
2022-06-29 12:04:53,1.05,2646,4455.20
2022-06-29 12:05:03,1.00,4168,7601.63
2022-06-29 12:05:34,3.42,3437,6681.96
2022-06-29 12:05:44,1.00,3327,6919.48
2022-06-29 12:06:00,1.42,3137,8917.01
2022-06-29 12:06:49,2.11,2779,7069.90
2022-06-29 12:07:14,2.44,2904,6592.00
2022-06-29 12:07:24,1.00,3266,11600.00
2022-06-29 12:07:50,2.66,2725,14084.96
2022-06-29 12:08:20,3.23,3316,13084.96
2022-06-29 12:08:41,1.90,3409,11034.96
2022-06-29 12:08:58,1.51,3143,11584.96
2022-06-29 12:09:09,1.00,3232,10669.92
2022-06-29 12:09:48,6.03,3290,10291.92
2022-06-29 12:10:02,1.24,3667,7472.96
2022-06-29 12:10:31,3.16,2594,9716.67
2022-06-29 12:11:07,4.67,2803,4419.48
2022-06-29 12:11:21,1.26,3256,40686.48
2022-06-29 12:11:35,1.29,3022,40756.96
2022-06-29 12:12:26,11.49,3151,30569.92
2022-06-29 12:12:37,1.08,3884,9760.45
2022-06-29 12:12:54,1.51,2854,10429.00
2022-06-29 12:13:35,6.67,3681,27317.48
2022-06-29 12:14:18,6.89,2787,5175.00
2022-06-29 12:15:19,21.17,2901,7311.48
2022-06-29 12:15:33,1.31,3089,10107.00
2022-06-29 12:15:43,1.00,2441,6392.00
2022-06-29 12:16:05,1.98,2927,7500.00
2022-06-29 12:16:15,1.00,3533,12686.24
2022-06-29 12:16:38,2.21,3361,37692.48
2022-06-29 12:16:48,1.00,3572,13190.96
2022-06-29 12:17:51,24.63,3126,12384.96
2022-06-29 12:18:03,1.12,3477,12799.00
2022-06-29 12:18:16,1.24,3301,15435.89
2022-06-29 12:18:30,1.22,2991,17785.00
2022-06-29 12:18:44,1.22,2923,9734.00
2022-06-29 12:19:09,2.48,3032,12616.00
2022-06-29 12:19:21,1.14,3210,25300.00
2022-06-29 12:19:58,5.00,2777,20370.00
2022-06-29 12:20:18,1.80,2447,6854.48
2022-06-29 12:20:29,1.07,3137,12377.48
2022-06-29 12:21:13,8.02,2665,14584.96
2022-06-29 12:21:31,1.55,2792,8253.39
2022-06-29 12:21:57,2.64,2320,6234.96
2022-06-29 12:22:11,1.25,2564,9884.96
2022-06-29 12:22:21,1.03,2950,12326.83
2022-06-29 12:22:36,1.32,2904,14329.92
2022-06-29 12:22:48,1.13,2790,17032.96
2022-06-29 12:23:06,1.53,2917,17280.00
2022-06-29 12:23:53,1.75,3114,3750.00
2022-06-29 12:24:07,1.23,2750,2955.25
2022-06-29 12:24:48,6.59,2274,3694.00
2022-06-29 12:25:17,3.68,2598,4104.00
2022-06-29 12:25:49,3.84,2679,3520.00
2022-06-29 12:26:38,16.10,2917,15345.00
